"df_names","df_long","df_lat"
"Bangchak Gas Station - Central Pattaya","100.9007249","12.9334441"
"PTT gas station KASEM PHON","100.983394","12.72923"
"สน. ปตท. บจ.ปพิชญา ปิโตเลียม","101.2013819","12.6880906"
"PT Station Banglamung5","100.9037482","12.8704969"
"Oil station. <U+0410><U+0417><U+0421>","100.7836155","12.9235911"
"Shell","100.995029","13.086626"
"ปั๊มน้ำมัน บางจาก","100.9927705","12.9128432"
"Shell ชลบุรีพัทยา-สัตหีบ","100.9020632","12.8735604"
"PT Gas Station","100.9002792","12.9265507"
"Shell","100.890057","12.937292"
"PTT","100.8885894","12.9090555"
"Petrol","100.8998094","12.9496987"
"PTT","100.8969193","12.9066133"
"PTT NGV Service Station","100.9955492","13.0115038"
"PTT ปตท.นาเกลือ (บริษัท แลนด์ แอร์ แอนด์ วอเตอร์ อิมพอร์ต-เอ็กพอร์ท จำกัด)","100.8990665","12.9670282"
"PTT Service Station","100.9192944","12.9829491"
"Bangchak Gas Station","100.899405","12.949894"
"THAI GAS LPG","100.9078772","12.8603606"
"สถานีบริการน้ำมัน SHELL","100.8838619","12.9230749"
"Shell","100.9094188","12.9603416"
"PTT","100.9458313","12.9432204"
"Bangchak Gas Station","100.897279","12.887797"
"Caltex Gas Station","100.9856408","13.1255146"
"Gas station","100.9767925","12.6890574"
"PTT gas station","100.991726","12.9455082"
"ลานจอดรถoa","100.8905974","12.9429359"
"Bangchak Gas Station - Central Pattaya","100.9007249","12.9334441"
"PTT gas station KASEM PHON","100.983394","12.72923"
"Shell","100.9141832","12.9387385"
"สน. ปตท. บจ.ปพิชญา ปิโตเลียม","101.2013819","12.6880906"
"PT Station Banglamung5","100.9037482","12.8704969"
"Oil station. <U+0410><U+0417><U+0421>","100.7836155","12.9235911"
"Shell","100.995029","13.086626"
"ปั้มเชลล์ shell gas station","101.0310687","13.1199667"
"ปั๊มน้ำมัน บางจาก","100.9927705","12.9128432"
"Shell ชลบุรีพัทยา-สัตหีบ","100.9020632","12.8735604"
"สถานีบริการแก๊ส","100.9085292","12.9577602"
"Shell","100.9312823","13.1646422"
"PT Station Banglamung4","100.9373853","12.9329899"
"PTT","100.9149955","12.8257564"
"Shell","101.0011047","13.0506221"
"PTT NGV Service Station","101.1515179","12.7223272"
"สน.ปตท. หจก. ทรัพย์สมพิศปิโตรเลี่ยม","100.903247","12.75924"
"PT แก๊สบางละมุง","100.9312128","13.0079895"
"Gas station","101.2357938","12.6977676"
"PT Station Sriracha3","101.1625177","13.1235971"
"Gas station","101.1962219","12.9648859"
"สน.ปตท. บริษัท เตียวเจริญ จำกัด","100.9148017","12.825583"
"Gas station","103.3797377","15.1312709"
"Gas station","103.5093416","14.8299924"
"Gas station","103.2793123","15.2957277"
"Gas station","103.3081545","15.2776734"
"Gas station","103.3071269","15.297221"
"Gas station","103.4765343","14.9646579"
"Gas station","103.0038441","14.9439409"
"Gas station","103.480818","14.898821"
"Gas station","102.8794401","15.3563104"
"Gas station","103.3195528","15.178032"
"Gas station","103.5319201","14.9637395"
"Gas station","103.3996303","15.306074"
"Gas station","103.2764931","15.3463303"
"Gas station","103.0432408","14.993264"
"Gas station","103.478437","15.0761478"
"Gas station","103.0664379","14.8922402"
"Gas station","103.1507967","15.3152537"
"Gas station","103.2009782","15.0255954"
"Gas station","102.9978075","14.8978573"
"Gas station","103.3126878","14.8786499"
"Gas station","103.3797377","15.1312709"
"Gas station","102.9515816","14.7951955"
"Gas station","103.5093416","14.8299924"
"Gas station","103.2793123","15.2957277"
"Gas station","103.3081545","15.2776734"
"Gas station","103.3071269","15.297221"
"Gas station","103.4765343","14.9646579"
"Gas station","103.0655622","14.840612"
"Gas station","103.0038441","14.9439409"
"Gas station","103.480818","14.898821"
"Gas station","102.8794401","15.3563104"
"Gas station","103.3195528","15.178032"
"Gas station","103.5319201","14.9637395"
"Gas station","103.3996303","15.306074"
"Gas station","103.2764931","15.3463303"
"Gas station","102.8363496","14.8855364"
"Gas station","103.0432408","14.993264"
"Gas station","103.5411972","14.7499507"
"Gas station","103.0664379","14.8922402"
"Gas station","103.1507967","15.3152537"
"PT gas station.","102.6769888","14.8449312"
"Gas station","103.2009782","15.0255954"
"Gas station","102.9978075","14.8978573"
"Gas station","103.3126878","14.8786499"
"Gas station","103.1480417","15.2175765"
"Gas station","103.3080093","14.9258218"
"Gas station","102.8536917","14.7889863"
"Gas station","102.9274022","15.3565161"
"Gas station","103.0230942","15.3552896"
"Gas station","103.0132046","15.3938996"
"Gas station","103.5145478","15.0142159"
"Gas station","103.3164548","15.3493215"
"Gas station","103.5245074","15.0556521"
"Gas station","102.9572424","15.0679823"
"Gas station","102.8388543","15.1340504"
"Gas station","103.5021801","15.2565172"
"Gas station","103.1924814","14.9764533"
"Gas station","103.2940596","15.2972597"
"Gas station","103.139189","15.3241382"
"Gas station","103.0318826","15.1374921"
"Gas station","103.3797377","15.1312709"
"Gas station","102.9515816","14.7951955"
"Gas station","103.2793123","15.2957277"
"Gas station","103.3081545","15.2776734"
"Gas station","103.3071269","15.297221"
"Gas station","103.0655622","14.840612"
"Gas station","103.0038441","14.9439409"
"Gas station","102.8794401","15.3563104"
"Gas station","103.3195528","15.178032"
"Gas station","103.3996303","15.306074"
"Gas station","103.2764931","15.3463303"
"Gas station","102.8363496","14.8855364"
"Gas station","103.0432408","14.993264"
"Gas station","103.478437","15.0761478"
"Gas station","103.0664379","14.8922402"
"Gas station","103.1507967","15.3152537"
"Gas station","103.2009782","15.0255954"
"Gas station","102.9978075","14.8978573"
"Gas station","103.3126878","14.8786499"
"Gas station","103.1480417","15.2175765"
"Gas station","99.7285547","17.0164753"
"Gas station","99.8513413","17.1197144"
"Gas station","99.8498156","17.1350704"
"Gas station","99.7072883","17.0001075"
"Gas station","99.8722985","16.9899327"
"Gas station","99.878108","17.0510211"
"Gas station","99.5382037","17.3222229"
"Gas station","99.8256561","17.3024885"
"Gas station","99.8928707","17.1885573"
"Gas station","100.0752112","17.3061809"
"Gas station","99.7656558","17.0127172"
"Gas station","99.9382567","16.9949714"
"Gas station","99.7897975","17.5481663"
"Gas station","99.8292298","17.3545944"
"Gas station","99.8199222","17.3631154"
"Gas station","99.8521762","17.1780692"
"Gas station","99.7481052","17.4113114"
"Gas station","99.983012","17.410938"
"Gas station","99.6743255","17.031273"
"Gas station","99.7779551","17.5408304"
"PT Gas Station","99.4781247","16.5246349"
"Gas station","99.5198275","16.5959305"
"PTT (Jiffy) Gas Station ปั๊มน้ำมัน ปตท. จิฟฟี่","99.128366","16.8781853"
"Gas station","99.4404164","16.3844045"
"Gas station","99.3639915","16.4063664"
"Gas station","99.7072883","17.0001075"
"Gas station","99.4742571","16.408444"
"Gas station","99.3883184","16.4202127"
"Gas station","99.2628161","16.4673457"
"PTT Gasoline","99.487241","16.487279"
"Gas station","99.2266376","16.521845"
"Gas station","99.3552773","16.3946438"
"Gas Wong Thanabat Shop","99.422962","16.382403"
"Gas station","99.4435032","16.5046174"
"Gas station","99.5232919","16.3840095"
"Gas station","99.0365414","17.0864848"
"Gas station","99.441257","16.7336772"
"Gas station","99.0750764","17.2610198"
"Gas station","99.3957349","16.6427039"
"Shell - Mungkornek Fuel 2","99.521906","16.407743"
"Gas station","99.2716937","17.0623807"
"Gas station","99.0745388","16.9246569"
"Gas station","99.0892389","16.9505767"
"Bangchak Gas Station ปั๊มน้ำมันบางจาก","99.1289624","16.8790492"
"PTT petrol station","99.5257282","16.5135774"
"Yang Riang-Gas Station","99.450371","16.400087"
"Gas station","99.6743255","17.031273"
"Gas station","99.4414093","16.7079188"
"Gas Wichian Yimpawan Shop","99.450596","16.480699"
"Gas station","99.6449923","16.6871705"
"Gas station","99.0498462","17.0613882"
"Gas station","99.2574792","17.1608917"
"PTT Gas","99.4967134","16.4704585"
"Gas Saen Songsan Shop","99.450596","16.480699"
"Gas Chai Net Shop","99.361532","16.408752"
"Gas station","99.1961571","17.0224709"
"Thiankham Shop","99.38756","16.420237"
"Gas Nai Pop Shop","99.660727","16.704828"
"Chamnong Shop","99.439223","16.603088"
"Gas station","99.584257","16.663379"
"Gas station","99.7285547","17.0164753"
"Gas station","99.8513413","17.1197144"
"Gas station","99.8498156","17.1350704"
"Gas station","99.7072883","17.0001075"
"Gas station","99.8722985","16.9899327"
"Gas station","99.878108","17.0510211"
"Gas station","99.5382037","17.3222229"
"Gas station","99.8256561","17.3024885"
"Gas station","99.8928707","17.1885573"
"Gas station","99.441257","16.7336772"
"Gas station","99.7656558","17.0127172"
"Gas station","99.8292298","17.3545944"
"Gas station","99.2716937","17.0623807"
"Gas station","99.8199222","17.3631154"
"PT Gas Station","99.195636","17.5431444"
"Gas station","99.8521762","17.1780692"
"Gas station","99.7481052","17.4113114"
"Gas station","99.3613902","17.4251833"
"Gas station","99.7396634","16.7794286"
"Gas station","99.6743255","17.031273"
"Gas station","103.2485668","17.6767703"
"Gas station","103.068966","17.6842295"
"Gas station","103.0461399","17.6828868"
"Gas station","103.255594","17.7032506"
"Gas station","103.0830939","17.8314744"
"สถานีบริการน้ำมัน (=Gas Station)","103.3842914","17.5983185"
"Gas station","102.9947511","17.7836416"
"Gas station","103.3799237","17.6001098"
"Gas station","103.5942011","18.0930813"
"Gas station","103.316242","17.7448828"
"Gas station","103.1836131","17.6569356"
"Gas station","103.208582","17.8409438"
"Gas station","103.2423353","17.6549498"
"Gas station","103.6482217","18.3039898"
"Gas station","103.1443072","18.1569013"
"Gas station","103.1458179","17.657151"
"Gas station","103.2360876","17.7598023"
"Gas station","103.0553602","17.7145175"
"Gas station","103.3475493","17.8248372"
"Gas station","103.7028801","18.2536932"
"Gas station","103.2805173","17.6969062"
"Gas station","103.1565003","18.0819004"
"Gas station","103.3925804","17.6787031"
"Gas station","103.4341068","18.0889854"
"Gas station","103.4246386","18.1111998"
"Gas station","103.6341025","18.0497869"
"Gas station","103.0888033","18.0003888"
"Gas station","103.209167","18.2655426"
"Gas station","103.4085783","18.1080559"
"Gas station","103.4562574","18.1775866"
"Gas station","103.0027305","17.8992149"
"Gas station","103.5178231","18.1126669"
"Gas station","103.087545","17.9632092"
"Esso gas station","103.2159624","17.8138504"
"PTT gas station","103.7224824","18.0424617"
"PT (PT Oil Limited Partnership)","103.1819686","18.2096726"
"Gas station","103.2476701","18.187291"
"Gas station","103.4894079","18.2495603"
"Gas station","103.3843067","17.8657691"
"Gas station","103.1753819","17.874139"
"Gas station","103.2174603","17.3589343"
"Gas station","102.8055642","17.3239511"
"Gas station","103.2485668","17.6767703"
"Gas station","102.8548938","17.7294636"
"Gas station","103.068966","17.6842295"
"Gas station","102.9569499","17.2115225"
"Gas station","102.915561","17.668859"
"Gas station","102.8757498","17.7021045"
"Gas station","102.869056","17.7328095"
"Gas station","102.8272623","17.6040986"
"Gas station","102.8452697","17.408947"
"Gas station","102.8816638","17.7546414"
"Gas station","102.8963533","17.7613622"
"Gas station","102.9405629","17.5850651"
"PTT (Wing 23 Welfare Fuel Service Station)","102.8033849","17.385852"
"Gas station","102.9941367","17.2171728"
"Gas station","103.0461399","17.6828868"
"Gas station","103.0607645","17.1621708"
"PTT Gas Station","102.8936677","17.6969455"
"Gas station","103.255594","17.7032506"
"Gas station","102.8548938","17.7294636"
"Gas station","103.068966","17.6842295"
"Gas station","102.915561","17.668859"
"Gas station","102.8757498","17.7021045"
"Gas station","102.869056","17.7328095"
"Gas station","102.8816638","17.7546414"
"Gas station","102.8963533","17.7613622"
"Gas station","102.9405629","17.5850651"
"Gas station","103.0461399","17.6828868"
"Gas station","103.255594","17.7032506"
"Gas station","102.8509219","17.6976833"
"Gas station","103.0830939","17.8314744"
"สถานีบริการน้ำมัน (=Gas Station)","103.3842914","17.5983185"
"Gas station","102.9947511","17.7836416"
"สถานีบริการน้ำมันบางจาก สาขาบ้านห้วย บริษัท ปัญญดาพร จำกัด","102.7910689","17.4196019"
"Gas station","103.3027589","17.5347102"
"Gas station","102.8818495","17.9718121"
"Gas station","103.3799237","17.6001098"
"Gas station","103.2131337","17.5966141"
"Gas station","103.0667011","17.6002796"
"Gas station","102.841003","16.4481992"
"Gas station","102.8055215","16.4107683"
"Shell","102.80493","16.442557"
"Gas station","102.3692962","16.6342799"
"LPG Service Station","102.8295342","16.5429549"
"Gas station","102.7057802","16.5733979"
"Gas station","102.6645702","16.5092365"
"Gas station","102.9694655","16.47323"
"Gas station","102.4860844","16.2007695"
"Gas station","102.7878","16.5144648"
"Gas station","102.7562378","16.5502013"
"Gas station","102.2796065","16.6682882"
"Gas station","102.796689","16.5381648"
"Gas station","102.80221","16.6196254"
"Gas station","102.7875812","16.2950042"
"Gas station","102.8654894","16.3234345"
"Gas station","102.7524424","16.3733573"
"Gas station","102.6756566","16.769502"
"Gas station","102.357757","16.2748777"
"Gas station","102.6955814","16.7721521"
"Gas station","102.293074","16.5123969"
"Gas station","102.841003","16.4481992"
"Shell","102.80493","16.442557"
"Gas station","102.8055215","16.4107683"
"Gas station","102.3692962","16.6342799"
"Gas station","102.2896658","16.4749898"
"LPG Service Station","102.8295342","16.5429549"
"Gas station","102.7057802","16.5733979"
"Gas station","102.6645702","16.5092365"
"Gas station","102.4860844","16.2007695"
"Gas station","102.7878","16.5144648"
"Gas station","102.3678629","16.0289091"
"Gas station","102.7562378","16.5502013"
"Gas station","102.2796065","16.6682882"
"Gas station","102.4096989","16.0856973"
"Gas station","102.796689","16.5381648"
"Gas station","102.80221","16.6196254"
"Gas station","102.7875812","16.2950042"
"Gas station","102.3529347","16.2604468"
"Gas station","102.27156","16.0059753"
"Gas station","102.8654894","16.3234345"
"Gas station","102.7852647","16.700403"
"Gas station","102.5084504","16.161984"
"Gas station","102.9175541","16.4961884"
"Gas station","102.7524424","16.3733573"
"Gas station","102.357757","16.2748777"
"Gas station","102.8353267","16.6204679"
"Gas station","102.7049646","16.6788879"
"Gas station","102.6612297","16.4975262"
"Shell","102.735322","16.057542"
"Gas station","102.5809636","16.0179376"
"Gas station","102.6917842","16.0630838"
"Gas station","102.5563047","15.9868366"
"Gas station","102.2608567","16.4971688"
"Gas station","102.2632581","16.5135054"
"Gas station","102.7079788","16.0166768"
"Gas station","102.7732643","16.5322236"
"Gas station","102.730758","16.5787786"
