Reference	Country	Site	Coordinate_origin	Lat	Lon	Elevation	Temperature	Rainfall	Clay	Field_type	Field_size	Crop_type	Species	Detailed_species_information	Planting_date	Harvest_year	Harvest_date	Age	Rotation	Density	Yield	Unit	Error	Error_type	Yield_type	Yield_type_Index	Yield_estimation	Yield_origin	Management	Irrigation	Irrigation_flag	Fertilization_flag	Fertilizing_frequency	Nitrogen	Phosphorus	Potassium	Calcium	Magnesium	Boron	Other_fertilization
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			5.0		1000.0	10.2	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			5.0		300.0	13.4	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			7.0		1000.0	7.9	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			7.0		300.0	13.7	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			7.0		1000.0	9.0	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			7.0		300.0	14.5	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	no pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			7.0		1000.0	8.8	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			7.0		300.0	13.2	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	170.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			7.0		1000.0	8.3	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	470.0	110.0	50.0				
Forrester et al., 2013, FEM	Australia	Carrajung, Victoria	reported site	-38.3833333333	146.683333333	610.0	13.1	1124.0		experimental trial	25 m x 36 m each plot	Eucalyptus	Eucalyptus nitens		2003			7.0		300.0	14.3	ton DM/ha/yr			200 largest-diameter stand aboveground biomass growth	part of aboveground	allometric equation	directly reported	pruning			yes	total in 3 years	470.0	110.0	50.0				
Gazarini et al., 1990; Pereira et al., 1992	Portugal	Quinta do Furadouro, Obidos	reported site	39.0333333333	-9.25					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill.	1986	1988		2.0		1102.0	4.49	ton DM/ha/yr			biomass	aboveground		averaged by Age	control		no	yes	total in 3 years	31.0	26.0	41.0				
Gazarini et al., 1990; Pereira et al., 1992	Portugal	Quinta do Furadouro, Obidos	reported site	39.0333333333	-9.25					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill.	1986	1988		2.0		1084.0	6.35	ton DM/ha/yr			biomass	aboveground		averaged by Age	fertilization		no	yes	total in 3 years	426.0	179.0	383.0				
Gazarini et al., 1990; Pereira et al., 1992	Portugal	Quinta do Furadouro, Obidos	reported site	39.0333333333	-9.25					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill.	1986	1988		2.0		1093.0	7.85	ton DM/ha/yr			biomass	aboveground		averaged by Age	irrigation	yes	yes	yes	total in 3 years	31.0	26.0	41.0				
Gazarini et al., 1990; Pereira et al., 1992	Portugal	Quinta do Furadouro, Obidos	reported site	39.0333333333	-9.25					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill.	1986	1988		2.0		1083.0	12.51	ton DM/ha/yr			biomass	aboveground		averaged by Age	fertilization and irrigation	yes	yes	yes	total in 3 years	426.0	179.0	383.0				
Gazarini et al., 1990; Pereira et al., 1992	Portugal	Quinta do Furadouro, Obidos	reported site	39.0333333333	-9.25					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill.	1986	1989		3.0		1102.0	9.15666666667	ton DM/ha/yr			biomass	aboveground		averaged by Age	control		no	yes	total in 3 years	31.0	26.0	41.0				
Gazarini et al., 1990; Pereira et al., 1992	Portugal	Quinta do Furadouro, Obidos	reported site	39.0333333333	-9.25					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill.	1986	1989		3.0		1084.0	11.7233333333	ton DM/ha/yr			biomass	aboveground		averaged by Age	fertilization		no	yes	total in 3 years	426.0	179.0	383.0				
Gazarini et al., 1990; Pereira et al., 1992	Portugal	Quinta do Furadouro, Obidos	reported site	39.0333333333	-9.25					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill.	1986	1989		3.0		1093.0	13.0233333333	ton DM/ha/yr			biomass	aboveground		averaged by Age	irrigation	yes	yes	yes	total in 3 years	31.0	26.0	41.0				
Gazarini et al., 1990; Pereira et al., 1992	Portugal	Quinta do Furadouro, Obidos	reported site	39.0333333333	-9.25					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus Labill.	1986	1989		3.0		1083.0	17.7966666667	ton DM/ha/yr			biomass	aboveground		averaged by Age	fertilization and irrigation	yes	yes	yes	total in 3 years	426.0	179.0	383.0				
Grove and Malajczuk, 1985	Australia	Pemberton	reported site	-34.45	116.033333333					natural field	50 m x 50 m each sampling site	Eucalyptus	Eucalyptus diversicolor	Eucalyptus diversicolor F. Muell.				4.0		1111.11111111	11.2	ton DM/ha/yr			aboveground biomass	aboveground	allometric equation	directly reported												
Grove and Malajczuk, 1985	Australia	Pemberton	reported site	-34.45	116.033333333					natural field	50 m x 50 m each sampling site	Eucalyptus	Eucalyptus diversicolor	Eucalyptus diversicolor F. Muell.				8.0		1111.11111111	5.2	ton DM/ha/yr			aboveground biomass	aboveground	allometric equation	directly reported												
Grove and Malajczuk, 1985	Australia	Pemberton	reported site	-34.45	116.033333333					natural field	50 m x 50 m each sampling site	Eucalyptus	Eucalyptus diversicolor	Eucalyptus diversicolor F. Muell.				11.0		1111.11111111	4.4	ton DM/ha/yr			aboveground biomass	aboveground	allometric equation	directly reported												
Grove and Malajczuk, 1985	Australia	Pemberton	reported site	-34.45	116.033333333					natural field	50 m x 50 m each sampling site	Eucalyptus	Eucalyptus diversicolor	Eucalyptus diversicolor F. Muell.				9.0		1111.11111111	6.3	ton DM/ha/yr			aboveground biomass	aboveground	allometric equation	directly reported												
Harrington and Fownes, 1995	United States	Hamakuapoko Experimental Site, Maui, Hawaii	reported site	20.9	-156.366666667	99.0	22.95	1200.0		experimental trial	9 m x 9 m each subplot	Acacia	Acacia auriculiformis	Acacia auriculiformis A. Cunn. ex Benth	1988			2.0		5000.0	25.0	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	read from Fig. 3, unit conversion	planted											
Harrington and Fownes, 1995	United States	Hamakuapoko Experimental Site, Maui, Hawaii	reported site	20.9	-156.366666667	99.0	22.95	1200.0		experimental trial	9 m x 9 m each subplot	Acacia	Acacia auriculiformis	Acacia auriculiformis A. Cunn. ex Benth	1988			1.5		5000.0	26.6666666667	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	read from Fig. 3, unit conversion	coppiced											
Harrington and Fownes, 1995	United States	Hamakuapoko Experimental Site, Maui, Hawaii	reported site	20.9	-156.366666667	99.0	22.95	1200.0		experimental trial	9 m x 9 m each subplot	Eucalyptus	Eucalyptus camaldulensis	Eucalyptus camaldulensis Dehn.	1988			1.5		5000.0	18.0	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	read from Fig. 3, unit conversion	planted											
Harrington and Fownes, 1995	United States	Hamakuapoko Experimental Site, Maui, Hawaii	reported site	20.9	-156.366666667	99.0	22.95	1200.0		experimental trial	9 m x 9 m each subplot	Eucalyptus	Eucalyptus camaldulensis	Eucalyptus camaldulensis Dehn.	1988			1.0		5000.0	24.0	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	read from Fig. 3, unit conversion	coppiced											
Harrington and Fownes, 1995	United States	Hamakuapoko Experimental Site, Maui, Hawaii	reported site	20.9	-156.366666667	99.0	22.95	1200.0		experimental trial	9 m x 9 m each subplot	Gliricidia	Gliricidia sepium	Gliricidia sepium (Jacq.) Steud	1988			2.0		5000.0	26.0	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	read from Fig. 3, unit conversion	planted											
Harrington and Fownes, 1995	United States	Hamakuapoko Experimental Site, Maui, Hawaii	reported site	20.9	-156.366666667	99.0	22.95	1200.0		experimental trial	9 m x 9 m each subplot	Gliricidia	Gliricidia sepium	Gliricidia sepium (Jacq.) Steud	1988			1.5		5000.0	14.6666666667	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	read from Fig. 3, unit conversion	coppiced											
Harrington and Fownes, 1995	United States	Hamakuapoko Experimental Site, Maui, Hawaii	reported site	20.9	-156.366666667	99.0	22.95	1200.0		experimental trial	9 m x 9 m each subplot	Leucaena	Leucaena diversifolia	Leucaena diversifolia (Schlecht.) Benth.	1988			2.0		5000.0	17.5	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	read from Fig. 3, unit conversion	planted											
Harrington and Fownes, 1995	United States	Hamakuapoko Experimental Site, Maui, Hawaii	reported site	20.9	-156.366666667	99.0	22.95	1200.0		experimental trial	9 m x 9 m each subplot	Leucaena	Leucaena diversifolia	Leucaena diversifolia (Schlecht.) Benth.	1988			1.5		5000.0	10.0	ton DM/ha/yr			total aboveground biomass	aboveground	allometric equation	read from Fig. 3, unit conversion	coppiced											
Henskens et al., 2001	Australia	Manjimup, Western Australia	Google map	-34.25	116.17					experimental trial	ranging from  0.04 ha to 0.2 ha each plot	Eucalyptus	Eucalyptus globulus		1996	1999-2000		3.5		1250.0	24.03	ton DM/ha/yr			mean annual aboveground biomass increment	aboveground	converted from stem volume using a basic density	directly reported												
Henskens et al., 2001	Australia	Manjimup, Western Australia	Google map	-34.25	116.17					experimental trial	ranging from  0.04 ha to 0.2 ha each plot	Eucalyptus	Eucalyptus globulus		1996	1999-2000		3.5		500.0	18.0	ton DM/ha/yr			mean annual aboveground biomass increment	aboveground	converted from stem volume using a basic density	directly reported												
Henskens et al., 2001	Australia	Manjimup, Western Australia	Google map	-34.25	116.17					experimental trial	ranging from  0.04 ha to 0.2 ha each plot	Eucalyptus	Eucalyptus globulus		1996	1999-2000		3.5		100.0	9.35	ton DM/ha/yr			mean annual aboveground biomass increment	aboveground	converted from stem volume using a basic density	directly reported												
Hubbard et al., 2010	Brazil	Aracruz, Espirito Santo	reported site	-19.8166666667	-40.0833333333		24.0	1250.0		experimental trial	30 m x 30 m each plot	Eucalyptus	Eucalyptus grandis x urophylla		2001			5.0		1111.11111111	17.5	ton DM/ha/yr			mean bole increment	part of aboveground	allometric equation	directly reported	rainfed		no	yes	total in the 6-year rotation	967.0	374.0	753.0	634.0	40.0	6.0	
Hubbard et al., 2010	Brazil	Aracruz, Espirito Santo	reported site	-19.8166666667	-40.0833333333		24.0	1250.0		experimental trial	30 m x 30 m each plot	Eucalyptus	Eucalyptus grandis x urophylla		2001			5.0		1111.11111111	28.2	ton DM/ha/yr			mean bole increment	part of aboveground	allometric equation	directly reported	irrigated	744	yes	yes	total in the 6-year rotation	967.0	374.0	753.0	634.0	40.0	6.0	
Hubbard et al., 2010	Brazil	Veracel, Bahia	reported site	-16.35	-39.5666666667		24.0	1180.0		experimental trial	30 m x 30 m each plot	Eucalyptus	Eucalyptus grandis x urophylla		2001			5.0		1111.11111111	34.1	ton DM/ha/yr			mean bole increment	part of aboveground	allometric equation	directly reported	rainfed		no	yes	total in the 6-year rotation	1012.0	374.0	797.0	1074.0	180.0	5.0	
Hubbard et al., 2010	Brazil	Veracel, Bahia	reported site	-16.35	-39.5666666667		24.0	1180.0		experimental trial	30 m x 30 m each plot	Eucalyptus	Eucalyptus grandis x urophylla		2001			5.0		1111.11111111	35.5	ton DM/ha/yr			mean bole increment	part of aboveground	allometric equation	directly reported	irrigated	914	yes	yes	total in the 6-year rotation	1012.0	374.0	797.0	1074.0	180.0	5.0	
Hingston and Galbraith, 1998	Australia	Darkan, Western Australia	Google map	-33.35	116.74					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. globulus	1987	1991-1992				680.0	8.8	ton DM/ha/yr			annual increment of stemwood	part of aboveground	allometric equation	directly reported												
Hingston and Galbraith, 1998	Australia	Darkan, Western Australia	Google map	-33.35	116.74					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. globulus	1984	1991-1992				430.0	7.2	ton DM/ha/yr			annual increment of stemwood	part of aboveground	allometric equation	directly reported												
Hingston and Galbraith, 1998	Australia	Mummbalup, Western Australia	Google map	-33.51	116.14	280.0				experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. globulus	1988	1991-1992				1250.0	13.3	ton DM/ha/yr			annual increment of stemwood	part of aboveground	allometric equation	directly reported												
Hingston and Galbraith, 1998	Australia	Manjimup, Western Australia	Google map	-34.26	116.17					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. globulus	1984	1991-1992				680.0	11.1	ton DM/ha/yr			annual increment of stemwood	part of aboveground	allometric equation	directly reported												
Hingston and Galbraith, 1998	Australia	Northcliffe,  Western Australia	Google map	-34.65	116.17					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. globulus	1986	1991-1992				1250.0	26.2	ton DM/ha/yr			annual increment of stemwood	part of aboveground	allometric equation	directly reported												
Hingston and Galbraith, 1998	Australia	Darkan, Western Australia	Google map	-33.35	116.74					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. globulus	1987	1992-1993				680.0	11.3	ton DM/ha/yr			annual increment of stemwood	part of aboveground	allometric equation	directly reported												
Hingston and Galbraith, 1998	Australia	Darkan, Western Australia	Google map	-33.35	116.74					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. globulus	1984	1992-1993				430.0	8.2	ton DM/ha/yr			annual increment of stemwood	part of aboveground	allometric equation	directly reported												
Hingston and Galbraith, 1998	Australia	Mummbalup, Western Australia	Google map	-33.51	116.14	280.0				experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. globulus	1988	1992-1993				1250.0	15.8	ton DM/ha/yr			annual increment of stemwood	part of aboveground	allometric equation	directly reported												
Hingston and Galbraith, 1998	Australia	Manjimup, Western Australia	Google map	-34.26	116.17					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. globulus	1984	1992-1993				680.0	10.5	ton DM/ha/yr			annual increment of stemwood	part of aboveground	allometric equation	directly reported												
Hingston and Galbraith, 1998	Australia	Northcliffe,  Western Australia	Google map	-34.65	116.17					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. globulus	1986	1992-1993				1250.0	28.0	ton DM/ha/yr			annual increment of stemwood	part of aboveground	allometric equation	directly reported												
Hingston and Galbraith, 1998	Australia	Darkan, Western Australia	Google map	-33.35	116.74					experimental trial		Eucalyptus	Eucalyptus globulus	Eucalyptus globulus ssp. globulus	1987	1993		6.0		680.0	5.1	ton DM/ha/yr			5y mean annual increment of stemwood	part of aboveground	allometric equation	directly reported												
