Reference	Country	Site	Coordinate_origin	Lat	Lon	Elevation	Temperature	Rainfall	Clay	Field_type	Field_size	Crop_type	Species	Detailed_species_information	Planting_date	Harvest_year	Harvest_date	Age	Rotation	Density	Yield	Unit	Error	Error_type	Yield_type	Yield_type_Index	Yield_estimation	Yield_origin	Management	Irrigation	Irrigation_flag	Fertilization_flag	Fertilizing_frequency	Nitrogen	Phosphorus	Potassium	Calcium	Magnesium	Boron	Other_fertilization
Ma et al., 2011	China	Yangling, Shaanxi	center of reported area	34.2666666667	108.058333333	466.65	13.0	600.0		experimental trial	2 m x 5 m each plot	Switchgrass	Panicum virgatum	Panicum virgatum L., Illinois	2006	2009	Oct				15.0	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	read from Fig. 1		yes	yes									
Ma et al., 2011	China	Yangling, Shaanxi	center of reported area	34.2666666667	108.058333333	466.65	13.0	600.0		experimental trial	2 m x 5 m each plot	Switchgrass	Panicum virgatum	Panicum virgatum L., Kanlow	2006	2009	Oct				26.73	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported		yes	yes									
Ma et al., 2011	China	Yangling, Shaanxi	center of reported area	34.2666666667	108.058333333	466.65	13.0	600.0		experimental trial	2 m x 5 m each plot	Switchgrass	Panicum virgatum	Panicum virgatum L., Nebraska 28	2006	2009	Oct				13.0	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	read from Fig. 1		yes	yes									
Ma et al., 2011	China	Yangling, Shaanxi	center of reported area	34.2666666667	108.058333333	466.65	13.0	600.0		experimental trial	2 m x 5 m each plot	Switchgrass	Panicum virgatum	Panicum virgatum L., Pathfinder	2006	2009	Oct				3.47	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported		yes	yes									
Ma et al., 2011	China	Yangling, Shaanxi	center of reported area	34.2666666667	108.058333333	466.65	13.0	600.0		experimental trial	2 m x 5 m each plot	Switchgrass	Panicum virgatum	Panicum virgatum L., Sunburst	2006	2009	Oct				9.0	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	read from Fig. 1		yes	yes									
Yan et al., 2012	China	Qingyang, Gansu	Google map	35.81	107.74					experimental trial	60 m x 24 m each plot	Miscanthus	Miscanthus sacchariflorus		2009	2010	Oct-Nov			10000.0	1.54	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	read from Fig. 4, multiplied by Density, unit conversion	No fertilizer	yes	yes	no								
Yan et al., 2012	China	Qingyang, Gansu	Google map	35.81	107.74					experimental trial	60 m x 24 m each plot	Miscanthus	Miscanthus sinensis		2009	2010	Oct-Nov			10000.0	0.91	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	read from Fig. 4, multiplied by Density, unit conversion	No fertilizer	yes	yes	no								
Yan et al., 2012	China	Qingyang, Gansu	Google map	35.81	107.74					experimental trial	60 m x 24 m each plot	Miscanthus	Miscanthus lutarioriparius		2009	2010	Oct-Nov			10000.0	4.5	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	read from Fig. 4, multiplied by Density, unit conversion	No fertilizer	yes	yes	no								
Yan et al., 2012	China	Jiangxia, Hubei	Google map	30.22	114.31					experimental trial	60 m x 24 m each plot	Miscanthus	Miscanthus sacchariflorus		2009	2010	Oct-Nov			10000.0	3.0	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	read from Fig. 4, multiplied by Density, unit conversion	No fertilizer	no	no	no								
Yan et al., 2012	China	Jiangxia, Hubei	Google map	30.22	114.31					experimental trial	60 m x 24 m each plot	Miscanthus	Miscanthus sinensis		2009	2010	Oct-Nov			10000.0	4.68	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	read from Fig. 4, multiplied by Density, unit conversion	No fertilizer	no	no	no								
Yan et al., 2012	China	Jiangxia, Hubei	Google map	30.22	114.31					experimental trial	60 m x 24 m each plot	Miscanthus	Miscanthus lutarioriparius		2009	2010	Oct-Nov			10000.0	13.86	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	read from Fig. 4, multiplied by Density, unit conversion	No fertilizer	no	no	no								
Hong et al., 2011	China	Linan, Zhejiang	reported site	30.0	119.0			1400.0		experimental trial		Miscanthus	Miscanthus floridulus		2009					20000.0	6.54	ton DM/ha/yr	0.85	SD	biomass yield	aboveground	dried, weighted	directly reported	No irrigation and fertilization		no	no								
Hong et al., 2011	China	Linan, Zhejiang	reported site	30.0	119.0			1400.0		experimental trial		Miscanthus	Miscanthus sinensis		2009					20000.0	2.28	ton DM/ha/yr	0.42	SD	biomass yield	aboveground	dried, weighted	directly reported	No irrigation and fertilization		no	no								
Hong et al., 2011	China	Linan, Zhejiang	reported site	30.0	119.0			1400.0		experimental trial		Miscanthus	Miscanthus sacchariflorus		2009					20000.0	0.88	ton DM/ha/yr	0.14	SD	biomass yield	aboveground	dried, weighted	directly reported	No irrigation and fertilization		no	no								
Xiong et al., 2008	China	Yingxian, Shanxi	reported site	39.55	113.183333333	1010.0	7.25	360.0		farmer's field	2400 m2 examined area, 2 m x 2 m each sampling plot	Willow	Salix chelophila	Salix chelophila, Wuliu	2001	2002	Oct				16.9	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	No irrigation and fertilization		no	no								
Xiong et al., 2008	China	Yingxian, Shanxi	reported site	39.55	113.183333333	1010.0	7.25	360.0		farmer's field	4500 m2 examined area, 2 m x 2 m each sampling plot	Switchgrass	Panicum virgatum	Panicum virgatum, Cave in Rock	2001	2002	Oct				9.3	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	No irrigation and fertilization		no	no								
Xiong et al., 2008	China	Yingxian, Shanxi	reported site	39.55	113.183333333	1010.0	7.25	360.0		farmer's field	180 m2 examined area, 2 m x 2 m each sampling plot	Switchgrass	Panicum virgatum	Panicum virgatum, Cave in Rock	2002	2002	Oct				4.4	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	No irrigation and fertilization		no	no								
Xiong et al., 2008	China	Yingxian, Shanxi	reported site	39.55	113.183333333	1010.0	7.25	360.0		farmer's field	2430 m2 examined area, 2 m x 2 m each sampling plot	Reed canary grass	Phalaris arundinacea	Phalaris arundinacea, Bamse	2002	2002	Oct				1.8	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	No irrigation and fertilization		no	no								
Chen et al., 2005	China	Dongmen Forestry, Guangxi	reported site	22.3916666667	107.616666667	200.0	21.75	1200.0		experimental trial	667 m2	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998			3.6		1730.10380623	10.58	ton DM/ha/yr			stem+braches	part of aboveground	dried, weighted, allometric equation	directly reported	1st generation											
Chen et al., 2005	China	Dongmen Forestry, Guangxi	reported site	22.3916666667	107.616666667	200.0	21.75	1200.0		experimental trial	667 m2	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998			3.6		1730.10380623	9.83	ton DM/ha/yr			stem+braches	part of aboveground	dried, weighted, allometric equation	directly reported	2nd generation											
Chen et al., 2005	China	Dongmen Forestry, Guangxi	reported site	22.3916666667	107.616666667	200.0	21.75	1200.0		experimental trial	667 m2	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998			3.6		1730.10380623	14.64	ton DM/ha/yr			stem+braches	part of aboveground	dried, weighted, allometric equation	directly reported	3rd generation											
Du et al., 2014	China	Fusui, Guangxi	reported site	22.4166666667	107.916666667		21.7	1200.0		farmer's field	50 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					5.0			5.03	ton DM/ha/yr			aboveground biomass productivity	aboveground	dried, weighted, allometric equation	directly reported												
Du et al., 2014	China	Wuming, Guangxi	reported site	22.8666666667	108.166666667		21.8	1350.0		farmer's field	50 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					15.5			17.73	ton DM/ha/yr			aboveground biomass productivity	aboveground	dried, weighted, allometric equation	directly reported												
Du et al., 2014	China	Pubei, Guangxi	reported site	21.9666666667	109.283333333		21.9	1671.0		farmer's field	50 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					23.0			16.26	ton DM/ha/yr			aboveground biomass productivity	aboveground	dried, weighted, allometric equation	directly reported												
Du et al., 2014	China	Hepu, Guangxi	reported site	21.7833333333	109.05		23.5	1867.0		farmer's field	50 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					30.5			19.71	ton DM/ha/yr			aboveground biomass productivity	aboveground	dried, weighted, allometric equation	directly reported												
Du et al., 2014	China	Fusui, Guangxi	reported site	22.35	107.866666667		21.7	1200.0		farmer's field	50 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					36.0			18.47	ton DM/ha/yr			aboveground biomass productivity	aboveground	dried, weighted, allometric equation	directly reported												
Fan et al., 2010, SAS	China	Xiaotangshan, Changping, Beijing	reported site	39.5666666667	116.466666667	50.0	14.5	500.0		experimental trial	450 m2 each plot	Switchgrass	Panicum virgatum	Panicum virgatum cv. Alamo	2006	2006	Oct-Nov	1.0			6.77	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	only at plantation year			yes	one-time	75.0	46.875	37.5				
Fan et al., 2010, SAS	China	Xiaotangshan, Changping, Beijing	reported site	39.5666666667	116.466666667	50.0	14.5	500.0		experimental trial	450 m2 each plot	Switchgrass	Panicum virgatum	Panicum virgatum cv. Alamo	2006	2007	Oct-Nov	2.0			15.41	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	only at plantation year			yes	annual	69.6						
Fan et al., 2010, SAS	China	Xiaotangshan, Changping, Beijing	reported site	39.5666666667	116.466666667	50.0	14.5	500.0		experimental trial	450 m2 each plot	Switchgrass	Panicum virgatum	Panicum virgatum cv. Alamo	2006	2008	Oct-Nov	3.0			28.33	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	only at plantation year			yes	annual	69.6						
Fan et al., 2010, SAS	China	Xiaotangshan, Changping, Beijing	reported site	39.5666666667	116.466666667	50.0	14.5	500.0		experimental trial	450 m2 each plot	Switchgrass	Panicum virgatum	Panicum virgatum cv. Alamo	2006	2009	Oct-Nov	4.0			27.9	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	only at plantation year			yes	annual	69.6						
Fan et al., 2010, SAS	China	Xiaotangshan, Changping, Beijing	reported site	39.5666666667	116.466666667	50.0	14.5	500.0		experimental trial	450 m2 each plot	Silverreed	Triarrhena sacchariflora	Triarrhena sacchariflora (Maxim.) Nakai	2006	2006	Oct-Nov	1.0			7.0	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	only at plantation year			yes	one-time	69.6						
Fan et al., 2010, SAS	China	Xiaotangshan, Changping, Beijing	reported site	39.5666666667	116.466666667	50.0	14.5	500.0		experimental trial	450 m2 each plot	Silverreed	Triarrhena sacchariflora	Triarrhena sacchariflora (Maxim.) Nakai	2006	2007	Oct-Nov	2.0			17.67	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	only at plantation year			yes	annual	69.6						
Fan et al., 2010, SAS	China	Xiaotangshan, Changping, Beijing	reported site	39.5666666667	116.466666667	50.0	14.5	500.0		experimental trial	450 m2 each plot	Silverreed	Triarrhena sacchariflora	Triarrhena sacchariflora (Maxim.) Nakai	2006	2008	Oct-Nov	3.0			29.67	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	only at plantation year			yes	annual	69.6						
Fan et al., 2010, SAS	China	Xiaotangshan, Changping, Beijing	reported site	39.5666666667	116.466666667	50.0	14.5	500.0		experimental trial	450 m2 each plot	Silverreed	Triarrhena sacchariflora	Triarrhena sacchariflora (Maxim.) Nakai	2006	2009	Oct-Nov	4.0			28.28	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	only at plantation year			yes	annual	69.6						
Fan et al., 2010, SAS	China	Xiaotangshan, Changping, Beijing	reported site	39.5666666667	116.466666667	50.0	14.5	500.0		experimental trial	450 m2 each plot	Giant reed	Arundo donax	Arundo donax L.	2006	2006	Oct-Nov	1.0			16.17	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	only at plantation year			yes	one-time	69.6						
Fan et al., 2010, SAS	China	Xiaotangshan, Changping, Beijing	reported site	39.5666666667	116.466666667	50.0	14.5	500.0		experimental trial	450 m2 each plot	Giant reed	Arundo donax	Arundo donax L.	2006	2007	Oct-Nov	2.0			30.48	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	only at plantation year			yes	annual	69.6						
Fan et al., 2010, SAS	China	Xiaotangshan, Changping, Beijing	reported site	39.5666666667	116.466666667	50.0	14.5	500.0		experimental trial	450 m2 each plot	Giant reed	Arundo donax	Arundo donax L.	2006	2008	Oct-Nov	3.0			34.46	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	only at plantation year			yes	annual	69.6						
Fan et al., 2010, SAS	China	Xiaotangshan, Changping, Beijing	reported site	39.5666666667	116.466666667	50.0	14.5	500.0		experimental trial	450 m2 each plot	Giant reed	Arundo donax	Arundo donax L.	2006	2009	Oct-Nov	4.0			34.37	ton DM/ha/yr			biomass yield	aboveground	dried, weighted	directly reported	only at plantation year			yes	annual	69.6						
Gan et al., 2016	China	Huaisuo, Dahe, Sandushuizu county, Guizhou	center of reported area	26.0083333333	108.133333333	800.0	18.0	1400.0		farmer's field	20 m x 30 m each sampling plot	Eucalyptus						4.0		1033.0	32.815	ton DM/ha/yr			aboveground biomass yield	aboveground	dried, weighted, allometric equation	averaged by Age												
Han et al., 2010	China	Leizhou, Guangdong	reported site	21.262	110.123		23.1	1567.0		experimental trial	ranging from 0.01 to 0.04 ha each plot	Eucalyptus	Eucalyptus grandis x Eucalyptus tereticornis	Eucalyptus grandis x Eucalyptus tereticornis, clone DH201	2007	2008		1.0		1021.0	10.4	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	directly reported				yes	one-time	37.5	17.5	20.0				
Han et al., 2010	China	Leizhou, Guangdong	reported site	21.262	110.123		23.1	1567.0		experimental trial	ranging from 0.01 to 0.04 ha each plot	Eucalyptus	Eucalyptus grandis x Eucalyptus tereticornis	Eucalyptus grandis x Eucalyptus tereticornis, clone DH201	2007	2008		1.0		1389.0	8.36	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	directly reported				yes	one-time	50.01	23.338	26.672				
Han et al., 2010	China	Leizhou, Guangdong	reported site	21.262	110.123		23.1	1567.0		experimental trial	ranging from 0.01 to 0.04 ha each plot	Eucalyptus	Eucalyptus grandis x Eucalyptus tereticornis	Eucalyptus grandis x Eucalyptus tereticornis, clone DH201	2007	2008		1.0		1917.0	8.91	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	directly reported				yes	one-time	75.0	35.0	40.0				
Han et al., 2010	China	Leizhou, Guangdong	reported site	21.262	110.123		23.1	1567.0		experimental trial	ranging from 0.01 to 0.04 ha each plot	Eucalyptus	Eucalyptus grandis x Eucalyptus tereticornis	Eucalyptus grandis x Eucalyptus tereticornis, clone DH201	2007	2008		1.0		3417.0	5.0	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	directly reported				yes	one-time	150.0	70.0	80.0				
Han et al., 2010	China	Leizhou, Guangdong	reported site	21.262	110.123		23.1	1567.0		experimental trial	ranging from 0.01 to 0.04 ha each plot	Eucalyptus	Eucalyptus grandis x Eucalyptus tereticornis	Eucalyptus grandis x Eucalyptus tereticornis, clone DH201	2007	2008		1.0		3556.0	3.19	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	directly reported				yes	one-time	200.01	93.338	106.672				
Han et al., 2010	China	Leizhou, Guangdong	reported site	21.262	110.123		23.1	1567.0		experimental trial	ranging from 0.01 to 0.04 ha each plot	Eucalyptus	Eucalyptus grandis x Eucalyptus tereticornis	Eucalyptus grandis x Eucalyptus tereticornis, clone DH201	2007	2008		1.0		5000.0	3.2	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	directly reported				yes	one-time	300.0	140.0	160.0				
Han et al., 2010	China	Leizhou, Guangdong	reported site	21.262	110.123		23.1	1567.0		experimental trial	ranging from 0.01 to 0.04 ha each plot	Eucalyptus	Eucalyptus grandis x Eucalyptus tereticornis	Eucalyptus grandis x Eucalyptus tereticornis, clone DH201	2007	2009		2.0		1021.0	25.6	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	directly reported				yes	one-time	37.5	17.5	20.0				
Han et al., 2010	China	Leizhou, Guangdong	reported site	21.262	110.123		23.1	1567.0		experimental trial	ranging from 0.01 to 0.04 ha each plot	Eucalyptus	Eucalyptus grandis x Eucalyptus tereticornis	Eucalyptus grandis x Eucalyptus tereticornis, clone DH201	2007	2009		2.0		1389.0	16.15	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	directly reported				yes	one-time	50.01	23.338	26.672				
Han et al., 2010	China	Leizhou, Guangdong	reported site	21.262	110.123		23.1	1567.0		experimental trial	ranging from 0.01 to 0.04 ha each plot	Eucalyptus	Eucalyptus grandis x Eucalyptus tereticornis	Eucalyptus grandis x Eucalyptus tereticornis, clone DH201	2007	2009		2.0		1917.0	14.91	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	directly reported				yes	one-time	75.0	35.0	40.0				
Han et al., 2010	China	Leizhou, Guangdong	reported site	21.262	110.123		23.1	1567.0		experimental trial	ranging from 0.01 to 0.04 ha each plot	Eucalyptus	Eucalyptus grandis x Eucalyptus tereticornis	Eucalyptus grandis x Eucalyptus tereticornis, clone DH201	2007	2009		2.0		3417.0	7.62	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	directly reported				yes	one-time	150.0	70.0	80.0				
Han et al., 2010	China	Leizhou, Guangdong	reported site	21.262	110.123		23.1	1567.0		experimental trial	ranging from 0.01 to 0.04 ha each plot	Eucalyptus	Eucalyptus grandis x Eucalyptus tereticornis	Eucalyptus grandis x Eucalyptus tereticornis, clone DH201	2007	2009		2.0		3556.0	5.45	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	directly reported				yes	one-time	200.01	93.338	106.672				
Han et al., 2010	China	Leizhou, Guangdong	reported site	21.262	110.123		23.1	1567.0		experimental trial	ranging from 0.01 to 0.04 ha each plot	Eucalyptus	Eucalyptus grandis x Eucalyptus tereticornis	Eucalyptus grandis x Eucalyptus tereticornis, clone DH201	2007	2009		2.0		5000.0	5.13	ton DM/ha/yr			aboveground + belowground biomass	aboveground and belowground	dried, weighted, allometric equation	directly reported				yes	one-time	300.0	140.0	160.0				
Han et al., 2012	China	Leizhou, Guangdong	reported site	21.5	111.633333333		23.1	1567.0		experimental trial		Eucalyptus	Eucalyptus urophylla x Eucalyptus tereticornis	Eucalyptus urophylla x Eucalyptus tereticornis, UC184-1	2003	2009		6.0		1558.0	16.9866666667	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported												
Han et al., 2012	China	Leizhou, Guangdong	reported site	21.5	111.633333333		23.1	1567.0		experimental trial		Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis	Eucalyptus urophylla x Eucalyptus grandis, DH32-22	2003	2009		6.0		1854.0	21.3466666667	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported												
Han et al., 2012	China	Leizhou, Guangdong	reported site	21.5	111.633333333		23.1	1567.0		experimental trial		Eucalyptus	Eucalyptus grandis x Eucalyptus tereticornis	Eucalyptus grandis x Eucalyptus tereticornis, DH201-2	2003	2009		6.0		2151.0	21.1366666667	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported												
Han et al., 2012	China	Leizhou, Guangdong	reported site	21.5	111.633333333		23.1	1567.0		experimental trial		Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis	Eucalyptus urophylla x Eucalyptus grandis, EC34	2003	2009		6.0		1706.0	21.8233333333	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported												
Han et al., 2012	China	Leizhou, Guangdong	reported site	21.5	111.633333333		23.1	1567.0		experimental trial		Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis	Eucalyptus urophylla x Eucalyptus grandis, GL4	2003	2009		6.0		1965.0	27.0183333333	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported												
Han et al., 2012	China	Leizhou, Guangdong	reported site	21.5	111.633333333		23.1	1567.0		experimental trial		Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis	Eucalyptus urophylla x Eucalyptus grandis, GL9	2003	2009		6.0		1928.0	22.98	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported												
Han et al., 2012	China	Leizhou, Guangdong	reported site	21.5	111.633333333		23.1	1567.0		experimental trial		Eucalyptus	Eucalyptus urophylla x Eucalyptus tereticornis	Eucalyptus urophylla x Eucalyptus tereticornis, LH1	2003	2009		6.0		2151.0	23.8366666667	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported												
Han et al., 2012	China	Leizhou, Guangdong	reported site	21.5	111.633333333		23.1	1567.0		experimental trial		Eucalyptus	Eucalyptus urophylla x Eucalyptus tereticornis	Eucalyptus urophylla x Eucalyptus tereticornis, LH5	2003	2009		6.0		1928.0	30.2166666667	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported												
Han et al., 2012	China	Leizhou, Guangdong	reported site	21.5	111.633333333		23.1	1567.0		experimental trial		Eucalyptus	Eucalyptus urophylla x Eucalyptus tereticornis	Eucalyptus urophylla x Eucalyptus tereticornis, M1	2003	2009		6.0		1743.0	21.3483333333	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported												
Han et al., 2012	China	Leizhou, Guangdong	reported site	21.5	111.633333333		23.1	1567.0		experimental trial		Eucalyptus	Eucalyptus leizhou	Eucalyptus leizhou, SH7	2003	2009		6.0		2114.0	18.5783333333	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported												
Han et al., 2012	China	Leizhou, Guangdong	reported site	21.5	111.633333333		23.1	1567.0		experimental trial		Eucalyptus	Eucalyptus saligna	Eucalyptus saligna	2003	2009		6.0		2151.0	21.2216666667	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported												
Liu, 2012	China	Qinzhou	reported site	21.8	108.65	56.0	21.5	1600.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					1.0		1433.0	7.34	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported				yes	one-time	200.0	150.0	100.0				
Liu, 2012	China	Qinzhou	reported site	21.8	108.65	56.0	21.5	1600.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					2.0		1433.0	15.25	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported				yes	one-time	200.0	150.0	100.0				
Liu, 2012	China	Qinzhou	reported site	21.8	108.65	56.0	21.5	1600.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					3.0		1433.0	19.13	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported				yes	one-time	200.0	150.0	100.0				
Liu, 2012	China	Qinzhou	reported site	21.8	108.65	56.0	21.5	1600.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					4.0		1433.0	19.7	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported				yes	one-time	200.0	150.0	100.0				
Liu, 2012	China	Qinzhou	reported site	21.8	108.65	56.0	21.5	1600.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					5.0		1433.0	19.55	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported				yes	one-time	200.0	150.0	100.0				
Liu, 2012	China	Qinzhou	reported site	21.8	108.65	56.5	21.5	1600.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					1.0		1533.0	3.71	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported				yes	one-time	200.0	150.0	100.0				
Liu, 2012	China	Qinzhou	reported site	21.8	108.65	56.5	21.5	1600.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					2.0		1533.0	10.61	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported				yes	one-time	200.0	150.0	100.0				
Liu, 2012	China	Qinzhou	reported site	21.8	108.65	56.5	21.5	1600.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					3.0		1533.0	15.26	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported				yes	one-time	200.0	150.0	100.0				
Liu, 2012	China	Qinzhou	reported site	21.8	108.65	56.5	21.5	1600.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					4.0		1533.0	15.02	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported				yes	one-time	200.0	150.0	100.0				
Liu, 2012	China	Qinzhou	reported site	21.8	108.65	56.5	21.5	1600.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis					5.0		1533.0	13.15	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported				yes	one-time	200.0	150.0	100.0				
Tang, 2012	China	Weidu Linchang, Guangxi	reported site	23.75	109.233333333		19.65	1370.8		experimental trial	3600 m2	Eucalyptus			2009	2012	Jan	2.7		1665.0	21.0003985926	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	averaged by Age				yes	annual	374.625	124.875	249.75				
Tang, 2012	China	Weidu Linchang, Guangxi	reported site	23.75	109.233333333		19.65	1370.8		experimental trial	3600 m2	Eucalyptus			2009	2012	Jan	2.7		1665.0	19.1659256667	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	averaged by Age				yes	annual	321.12855	171.26856	256.90284				
Tang, 2012	China	Weidu Linchang, Guangxi	reported site	23.75	109.233333333		19.65	1370.8		experimental trial	3600 m2	Eucalyptus			2009	2012	Jan	2.7		1665.0	18.8307155556	ton DM/ha/yr			stem biomass	part of aboveground	allometric equation	averaged by Age				yes	annual	374.625	199.8	174.825				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	91.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2001	Dec	3.8		1383.0	8.79	ton DM/ha/yr			aboveground biomass	aboveground	dried, weighted, allometric equation	directly reported	first rotation			yes	annual	220.0	150.0	100.0				
Wen, 2006	China	Leika, Dongmen Linchang, Guangxi	reported site	22.39	107.91	91.0	21.75	1200.0		farmer's field	30 m x 20 m each sampling plot	Eucalyptus	Eucalyptus urophylla x Eucalyptus grandis		1998	2001	Dec	3.8		1650.0	13.05	ton DM/ha/yr			aboveground + belowground biomass	aboveground	dried, weighted, allometric equation	directly reported	first rotation			yes	annual	220.0	150.0	100.0				
